category,latitude,longitude,datazone,name
Potholes,55.81811,-4.2321,S01009997,Kingspark South - 05
Potholes,55.8824,-4.30325,S01010412,Kelvinside and Jordanhill - 05
Potholes,55.8741,-4.29513,S01010374,Kelvingrove and University - 01
Potholes,55.81298,-4.34387,S01009783,Nitshill - 09
Potholes,55.82208,-4.36274,S01009797,Pollok South and West - 06
Potholes,55.81136,-4.27007,S01009962,Muirend and Old Cathcart - 04
Potholes,55.8219,-4.36332,S01009797,Pollok South and West - 06
Potholes,55.84568,-4.34379,S01009806,Cardonald South and East - 01
Potholes,55.85958,-4.34829,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.85978,-4.34814,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.84458,-4.3462,S01009806,Cardonald South and East - 01
Potholes,55.84554,-4.35412,S01009819,Cardonald West and Central - 05
Potholes,55.84872,-4.36296,S01009826,Penilee - 05
Potholes,55.8697,-4.25987,S01010270,City Centre West - 05
Potholes,55.86679,-4.27149,S01010289,Woodlands - 01
Potholes,55.86837,-4.24055,S01010261,City Centre East - 03
Potholes,55.89618,-4.26612,S01010334,Milton West - 05
Potholes,55.84232,-4.16364,S01010072,Shettleston South - 04
Potholes,55.89204,-4.31172,S01010364,Kelvindale - 02
Potholes,55.87468,-4.24244,S01010219,Cowlairs and Port Dundas - 01
Potholes,55.87508,-4.23841,S01010222,Cowlairs and Port Dundas - 04
Potholes,55.80486,-4.3562,S01009772,Darnley West - 05
Potholes,55.81702,-4.26254,S01009955,Merrylee and Millbrae - 01
Potholes,55.80696,-4.32785,S01009760,Darnley East - 03
Potholes,55.84596,-4.25511,S01010033,Laurieston and Tradeston - 03
Pavements/footpaths,55.88969,-4.30616,S01010366,Kelvindale - 04
Potholes,55.82916,-4.24737,S01010021,Toryglen and Oatlands - 06
Potholes,55.89076,-4.30929,S01010364,Kelvindale - 02
Potholes,55.86294,-4.2444,S01010259,City Centre East - 01
Pavements/footpaths,55.89436,-4.34102,S01010477,Anniesland West - 08
Potholes,55.86581,-4.16466,S01010161,"Cranhill, Lightburn and Queenslie South - 06"
Potholes,55.86607,-4.34086,S01009833,Drumoyne and Shieldhall - 01
Pavements/footpaths,55.85924,-4.30959,S01009861,Ibrox - 03
Potholes,55.87244,-4.32309,S01010415,Broomhill - 01
Potholes,55.85727,-4.13428,S01010130,Barlanark - 08
Potholes,55.8807,-4.25432,S01010221,Cowlairs and Port Dundas - 03
Potholes,55.88374,-4.25426,S01010224,Cowlairs and Port Dundas - 06
Pavements/footpaths,55.85162,-4.18842,S01010056,Parkhead East and Braidfauld North - 01
Potholes,55.87471,-4.32664,S01010415,Broomhill - 01
Pavements/footpaths,55.81802,-4.30116,S01009954,Newlands - 07
Pavements/footpaths,55.83359,-4.25554,S01009897,Govanhill East and Aikenhead - 04
Potholes,55.84408,-4.26854,S01009881,Pollokshields East - 01
Potholes,55.86923,-4.31012,S01010387,Hillhead - 07
Potholes,55.80541,-4.23157,S01009980,Glenwood North - 01
Potholes,55.85388,-4.28832,S01009866,Kinning Park and Festival Park - 01
Potholes,55.83314,-4.27731,S01009921,Shawlands West - 03
Potholes,55.87965,-4.23601,S01010223,Cowlairs and Port Dundas - 05
Pavements/footpaths,55.85392,-4.16615,S01010132,Greenfield - 02
Pavements/footpaths,55.85615,-4.13074,S01010123,Barlanark - 01
Potholes,55.83573,-4.26974,S01009909,Strathbungo - 05
Potholes,55.84812,-4.25495,S01010033,Laurieston and Tradeston - 03
Potholes,55.81921,-4.3695,S01009793,Pollok South and West - 02
Potholes,55.83057,-4.35105,S01009791,Crookston North - 04
Potholes,55.8775,-4.32825,S01010421,Victoria Park - 02
Potholes,55.84529,-4.2591,S01010033,Laurieston and Tradeston - 03
Potholes,55.80588,-4.34217,S01009767,Darnley North - 04
Potholes,55.89825,-4.3765,S01010443,Yoker North - 01
Potholes,55.86959,-4.25136,S01010261,City Centre East - 03
Pavements/footpaths,55.83293,-4.2577,S01009903,Battlefield - 05
Potholes,55.83186,-4.27957,S01009921,Shawlands West - 03
Potholes,55.87257,-4.24248,S01010221,Cowlairs and Port Dundas - 03
Potholes,55.80991,-4.24546,S01009968,Carmunnock North - 04
Potholes,55.88376,-4.25432,S01010311,Keppochhill - 03
Potholes,55.86513,-4.27744,S01010280,Anderston - 05
Potholes,55.84851,-4.24996,S01010027,Gorbals and Hutchesontown - 05
Potholes,55.81782,-4.36698,S01009797,Pollok South and West - 06
Potholes,55.78781,-4.24246,S01009969,Carmunnock South - 01
Potholes,55.85682,-4.34249,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.88728,-4.16852,S01010187,Robroyston and Millerston - 02
Potholes,55.87253,-4.24189,S01010219,Cowlairs and Port Dundas - 01
Potholes,55.87881,-4.35738,S01010436,Scotstoun South and West - 05
Potholes,55.83432,-4.25926,S01009903,Battlefield - 05
Potholes,55.8343,-4.25928,S01009903,Battlefield - 05
Potholes,55.87719,-4.3062,S01010401,Partickhill and Hyndland - 05
Potholes,55.8067,-4.34461,S01009767,Darnley North - 04
Potholes,55.87495,-4.21537,S01010225,Sighthill - 01
Potholes,55.85836,-4.30851,S01009861,Ibrox - 03
Potholes,55.8388,-4.28396,S01009912,Maxwell Park - 01
Pavements/footpaths,55.85831,-4.2572,S01010274,City Centre South - 03
Pavements/footpaths,55.81753,-4.29925,S01009948,Newlands - 01
Potholes,55.83749,-4.25248,S01009896,Govanhill East and Aikenhead - 03
Potholes,55.85403,-4.35727,S01009830,Hillington - 02
Potholes,55.84229,-4.35602,S01009820,Cardonald West and Central - 06
Potholes,55.85987,-4.19004,S01010247,Carntyne West and Haghill - 06
Potholes,55.89521,-4.2007,S01010196,Balornock - 03
Potholes,55.83684,-4.26783,S01009907,Strathbungo - 03
Potholes,55.88918,-4.29411,S01010361,Wyndford - 04
Potholes,55.85559,-4.13047,S01010124,Barlanark - 02
Potholes,55.84537,-4.11179,S01010086,Baillieston West - 04
Potholes,55.8567,-4.26357,S01010273,City Centre South - 02
Pavements/footpaths,55.86976,-4.30567,S01010386,Hillhead - 06
Potholes,55.83551,-4.10784,S01010091,Baillieston East - 04
Potholes,55.86927,-4.31047,S01010387,Hillhead - 07
Potholes,55.83392,-4.25615,S01009889,Govanhill West - 03
Potholes,55.86032,-4.27622,S01010277,Anderston - 02
Potholes,55.85043,-4.31927,S01009851,Craigton - 04
Pavements/footpaths,55.81639,-4.26442,S01009955,Merrylee and Millbrae - 01
Pavements/footpaths,55.86064,-4.2589,S01010275,City Centre South - 04
Potholes,55.8411,-4.26706,S01009882,Pollokshields East - 02
Potholes,55.83588,-4.28779,S01009915,Maxwell Park - 04
Pavements/footpaths,55.85661,-4.28296,S01009867,Kinning Park and Festival Park - 02
Potholes,55.85429,-4.11104,S01010101,Garrowhill East and Swinton - 02
Potholes,55.85025,-4.25386,S01010034,Laurieston and Tradeston - 04
Potholes,55.8522,-4.25275,S01010032,Laurieston and Tradeston - 02
Potholes,55.87232,-4.31765,S01010395,Partick - 03
Potholes,55.8896,-4.216,S01010195,Balornock - 02
Potholes,55.86123,-4.28408,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.84599,-4.35973,S01009832,Hillington - 04
Potholes,55.84201,-4.35647,S01009820,Cardonald West and Central - 06
Potholes,55.82823,-4.25918,S01010014,Mount Florida - 04
Potholes,55.82846,-4.24691,S01010021,Toryglen and Oatlands - 06
Potholes,55.84812,-4.25424,S01010034,Laurieston and Tradeston - 04
Potholes,55.83533,-4.11262,S01010091,Baillieston East - 04
Potholes,55.86171,-4.22726,S01010236,Dennistoun North - 03
Potholes,55.83191,-4.36049,S01009805,Pollok North and East - 07
Potholes,55.83557,-4.11262,S01010091,Baillieston East - 04
Pavements/footpaths,55.90159,-4.28643,S01010341,Summerston Central and West - 02
Potholes,55.81237,-4.24214,S01009993,Kingspark South - 01
Potholes,55.8506,-4.31819,S01009843,Govan and Linthouse - 03
Potholes,55.86416,-4.29645,S01010284,Finnieston and Kelvinhaugh - 03
Potholes,55.86045,-4.34984,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.88007,-4.30156,S01010404,Dowanhill - 02
Potholes,55.80713,-4.34586,S01009764,Darnley North - 01
Potholes,55.84552,-4.27157,S01009875,Pollokshields West - 01
Potholes,55.86539,-4.27164,S01010281,Anderston - 06
Potholes,55.86377,-4.27048,S01010272,City Centre South - 01
Potholes,55.86696,-4.24798,S01010270,City Centre West - 05
Potholes,55.81522,-4.36301,S01009779,Nitshill - 05
Potholes,55.90575,-4.31339,S01010347,Summerston North - 02
Potholes,55.86286,-4.16216,S01010162,"Cranhill, Lightburn and Queenslie South - 07"
Potholes,55.81334,-4.32631,S01009937,Pollokshaws - 05
Potholes,55.8585,-4.13065,S01010130,Barlanark - 08
Pavements/footpaths,55.86446,-4.26368,S01010275,City Centre South - 04
Pavements/footpaths,55.85661,-4.34247,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.87455,-4.33715,S01010424,Whiteinch - 02
Potholes,55.8498,-4.31163,S01009851,Craigton - 04
Potholes,55.86374,-4.25573,S01010275,City Centre South - 04
Potholes,55.85733,-4.20049,S01010148,Old Shettleston and Parkhead North - 02
Potholes,55.8567,-4.20102,S01010148,Old Shettleston and Parkhead North - 02
Potholes,55.88099,-4.2228,S01010211,Springburn - 03
Potholes,55.87428,-4.21595,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.87001,-4.32252,S01010389,Glasgow Harbour and Partick South - 02
Potholes,55.86243,-4.25634,S01010275,City Centre South - 04
Potholes,55.88866,-4.32111,S01010468,Anniesland East - 04
Potholes,55.84116,-4.21554,S01010046,Dalmarnock - 01
Potholes,55.85227,-4.21544,S01010054,Parkhead West and Barrowfield - 06
Potholes,55.84138,-4.12159,S01010091,Baillieston East - 04
Potholes,55.87595,-4.32157,S01010394,Partick - 02
Potholes,55.81262,-4.34576,S01009783,Nitshill - 09
Potholes,55.85792,-4.23216,S01010257,Gallowgate North and Bellgrove - 04
Potholes,55.84793,-4.3289,S01009850,Craigton - 03
Potholes,55.84263,-4.13446,S01010091,Baillieston East - 04
Potholes,55.81259,-4.34776,S01009783,Nitshill - 09
Potholes,55.87447,-4.33726,S01010422,Victoria Park - 03
Pavements/footpaths,55.84103,-4.31517,S01009852,Mosspark - 01
Potholes,55.85763,-4.19984,S01010245,Carntyne West and Haghill - 04
Potholes,55.87071,-4.21011,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.87258,-4.21532,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.8353,-4.24594,S01009898,Govanhill East and Aikenhead - 05
Potholes,55.84549,-4.25885,S01010033,Laurieston and Tradeston - 03
Potholes,55.88757,-4.32564,S01010414,Kelvinside and Jordanhill - 07
Pavements/footpaths,55.83515,-4.28003,S01009911,Strathbungo - 07
Potholes,55.79716,-4.24928,S01009971,Carmunnock South - 03
Pavements/footpaths,55.85465,-4.19996,S01010052,Parkhead West and Barrowfield - 04
Potholes,55.83301,-4.28049,S01009920,Shawlands West - 02
Potholes,55.88437,-4.21526,S01010201,Barmulloch - 03
Potholes,55.87157,-4.32081,S01010391,Glasgow Harbour and Partick South - 04
Potholes,55.87262,-4.31927,S01010395,Partick - 03
Potholes,55.88372,-4.25436,S01010311,Keppochhill - 03
Potholes,55.83598,-4.26241,S01009905,Strathbungo - 01
Potholes,55.86862,-4.19099,S01010176,Riddrie and Hogganfield - 05
Potholes,55.87337,-4.32631,S01010415,Broomhill - 01
Potholes,55.8686,-4.27423,S01010290,Woodlands - 02
Potholes,55.863,-4.24832,S01010260,City Centre East - 02
Pavements/footpaths,55.88124,-4.32128,S01010416,Broomhill - 02
Potholes,55.86275,-4.22749,S01010235,Dennistoun North - 02
Pavements/footpaths,55.85024,-4.28716,S01009871,Kingston West and Dumbreck - 01
Potholes,55.8959,-4.28827,S01010352,Maryhill East - 03
Potholes,55.85106,-4.36281,S01009826,Penilee - 05
Potholes,55.84651,-4.22252,S01010046,Dalmarnock - 01
Potholes,55.88656,-4.2923,S01010362,Wyndford - 05
Potholes,55.88484,-4.28571,S01010320,Ruchill - 06
Potholes,55.86281,-4.28404,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.84771,-4.25526,S01010033,Laurieston and Tradeston - 03
Potholes,55.86573,-4.2292,S01010234,Dennistoun North - 01
Potholes,55.88406,-4.21498,S01010201,Barmulloch - 03
Potholes,55.87006,-4.26023,S01010270,City Centre West - 05
Potholes,55.83923,-4.36442,S01009817,Cardonald West and Central - 03
Potholes,55.88599,-4.37151,S01010438,Yoker South - 02
Potholes,55.85018,-4.1095,S01010090,Baillieston East - 03
Potholes,55.88285,-4.2113,S01010213,Springburn - 05
Potholes,55.86564,-4.25693,S01010271,City Centre West - 06
Potholes,55.86068,-4.25865,S01010275,City Centre South - 04
Potholes,55.86319,-4.2493,S01010260,City Centre East - 02
Potholes,55.85255,-4.1802,S01010146,Tollcross - 05
Potholes,55.84196,-4.26295,S01009882,Pollokshields East - 02
Potholes,55.84047,-4.2631,S01009892,Govanhill West - 06
Potholes,55.84968,-4.31069,S01009873,Kingston West and Dumbreck - 03
Potholes,55.85668,-4.25741,S01010274,City Centre South - 03
Potholes,55.87617,-4.23232,S01010222,Cowlairs and Port Dundas - 04
Potholes,55.87965,-4.23339,S01010208,Petershill - 06
Potholes,55.85619,-4.25186,S01010274,City Centre South - 03
Potholes,55.86555,-4.28264,S01010288,Finnieston and Kelvinhaugh - 07
Potholes,55.86627,-4.34148,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.8435,-4.3451,S01009807,Cardonald South and East - 02
Potholes,55.85256,-4.10468,S01010089,Baillieston East - 02
Potholes,55.83251,-4.28041,S01009920,Shawlands West - 02
Potholes,55.86317,-4.29628,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.8731,-4.3421,S01010424,Whiteinch - 02
Pavements/footpaths,55.85954,-4.26729,S01010272,City Centre South - 01
Potholes,55.78846,-4.2388,S01009969,Carmunnock South - 01
Potholes,55.8972,-4.26015,S01010334,Milton West - 05
Potholes,55.86225,-4.31373,S01009843,Govan and Linthouse - 03
Potholes,55.87387,-4.23081,S01010222,Cowlairs and Port Dundas - 04
Potholes,55.88099,-4.22265,S01010211,Springburn - 03
Potholes,55.87504,-4.21529,S01010225,Sighthill - 01
Potholes,55.87569,-4.21361,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Pavements/footpaths,55.88649,-4.34764,S01010463,Knightswood Park East - 04
Potholes,55.87002,-4.3226,S01010389,Glasgow Harbour and Partick South - 02
Potholes,55.90025,-4.35011,S01010480,Blairdardie East - 03
Potholes,55.87404,-4.33873,S01010424,Whiteinch - 02
Potholes,55.86916,-4.30981,S01010387,Hillhead - 07
Potholes,55.87197,-4.31498,S01010393,Partick - 01
Potholes,55.80984,-4.32613,S01009940,Carnwadric West - 02
Potholes,55.84709,-4.27482,S01009871,Kingston West and Dumbreck - 01
Potholes,55.85506,-4.13215,S01010123,Barlanark - 01
Potholes,55.86671,-4.2881,S01010287,Finnieston and Kelvinhaugh - 06
Potholes,55.82193,-4.36294,S01009797,Pollok South and West - 06
Potholes,55.82726,-4.2574,S01010014,Mount Florida - 04
Potholes,55.90593,-4.35638,S01010489,Drumchapel South - 02
Potholes,55.85185,-4.26018,S01010032,Laurieston and Tradeston - 02
Potholes,55.83176,-4.27915,S01009921,Shawlands West - 03
Potholes,55.8196,-4.3034,S01009938,Pollokshaws - 06
Potholes,55.82814,-4.25924,S01010014,Mount Florida - 04
Potholes,55.896,-4.26,S01010334,Milton West - 05
Potholes,55.86891,-4.1249,S01010114,"Garthamlock, Auchinlea and Gartloch - 02"
Potholes,55.81835,-4.26185,S01010009,Cathcart - 05
Potholes,55.84233,-4.2632,S01009882,Pollokshields East - 02
Potholes,55.86285,-4.27021,S01010272,City Centre South - 01
Potholes,55.86431,-4.25413,S01010275,City Centre South - 04
Potholes,55.85862,-4.34141,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.88384,-4.26285,S01010312,Keppochhill - 04
Pavements/footpaths,55.81008,-4.23359,S01009986,Castlemilk - 01
Potholes,55.86045,-4.26029,S01010275,City Centre South - 04
Potholes,55.86723,-4.30422,S01010387,Hillhead - 07
Potholes,55.86921,-4.31028,S01010387,Hillhead - 07
Potholes,55.87718,-4.3064,S01010402,Partickhill and Hyndland - 06
Potholes,55.88756,-4.32568,S01010414,Kelvinside and Jordanhill - 07
Potholes,55.91971,-4.27531,S01010345,Summerston Central and West - 06
Potholes,55.91592,-4.27189,S01010345,Summerston Central and West - 06
Potholes,55.80808,-4.34776,S01009767,Darnley North - 04
Potholes,55.83537,-4.24718,S01009898,Govanhill East and Aikenhead - 05
Potholes,55.8388,-4.26589,S01010033,Laurieston and Tradeston - 03
Potholes,55.81132,-4.3505,S01009767,Darnley North - 04
Potholes,55.88345,-4.19203,S01010183,Blackhill and Barmulloch East - 05
Potholes,55.81128,-4.3505,S01009767,Darnley North - 04
Pavements/footpaths,55.90469,-4.3573,S01010487,Blairdardie West - 03
Potholes,55.8523,-4.36484,S01009825,Penilee - 04
Potholes,55.85083,-4.3118,S01009864,Ibrox East and Cessnock - 03
Potholes,55.84773,-4.34368,S01009811,Cardonald North - 02
Potholes,55.85842,-4.2195,S01010250,Dennistoun - 03
Potholes,55.887,-4.28477,S01010321,Ruchill - 07
Potholes,55.86997,-4.20365,S01010228,"Roystonhill, Blochairn, and Provanmill - 01"
Potholes,55.85733,-4.20042,S01010148,Old Shettleston and Parkhead North - 02
Potholes,55.87573,-4.30015,S01010374,Kelvingrove and University - 01
Potholes,55.85398,-4.27043,S01010031,Laurieston and Tradeston - 01
Potholes,55.86501,-4.23612,S01010262,City Centre East - 04
Potholes,55.89042,-4.18017,S01010188,Robroyston and Millerston - 03
Potholes,55.89268,-4.2323,S01010215,Springburn East and Cowlairs - 02
Potholes,55.82635,-4.28259,S01009932,Langside - 06
Potholes,55.86662,-4.2558,S01010275,City Centre South - 04
Potholes,55.89199,-4.24701,S01010324,Possil Park - 02
Potholes,55.80045,-4.32334,S01009760,Darnley East - 03
Potholes,55.84876,-4.2604,S01010034,Laurieston and Tradeston - 04
Potholes,55.83948,-4.16501,S01010069,Shettleston South - 01
Potholes,55.89234,-4.24553,S01010324,Possil Park - 02
Potholes,55.8331,-4.27691,S01009921,Shawlands West - 03
Potholes,55.88207,-4.33385,S01010420,Victoria Park - 01
Potholes,55.83635,-4.25408,S01009895,Govanhill East and Aikenhead - 02
Potholes,55.83571,-4.26972,S01009909,Strathbungo - 05
Potholes,55.87184,-4.31499,S01010390,Glasgow Harbour and Partick South - 03
Potholes,55.85237,-4.26502,S01010032,Laurieston and Tradeston - 02
Potholes,55.86919,-4.3102,S01010387,Hillhead - 07
Pavements/footpaths,55.90222,-4.35954,S01010487,Blairdardie West - 03
Pavements/footpaths,55.81766,-4.259,S01010010,Cathcart - 06
Potholes,55.88219,-4.28401,S01010317,Ruchill - 03
Pavements/footpaths,55.88242,-4.28607,S01010322,Ruchill - 08
Potholes,55.87731,-4.30198,S01010401,Partickhill and Hyndland - 05
Potholes,55.82717,-4.25836,S01010014,Mount Florida - 04
Potholes,55.88687,-4.2837,S01010320,Ruchill - 06
Potholes,55.82992,-4.2787,S01009924,Shawlands East - 02
Potholes,55.86446,-4.26838,S01010267,City Centre West - 02
Potholes,55.8707,-4.20996,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.88092,-4.22267,S01010211,Springburn - 03
Potholes,55.8707,-4.2103,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.86997,-4.20372,S01010228,"Roystonhill, Blochairn, and Provanmill - 01"
Potholes,55.89214,-4.24603,S01010324,Possil Park - 02
Pavements/footpaths,55.86452,-4.26851,S01010267,City Centre West - 02
Potholes,55.85396,-4.27034,S01010031,Laurieston and Tradeston - 01
Potholes,55.82765,-4.25471,S01010014,Mount Florida - 04
Potholes,55.87973,-4.23364,S01010223,Cowlairs and Port Dundas - 05
Potholes,55.81913,-4.29731,S01009954,Newlands - 07
Potholes,55.83324,-4.27711,S01009921,Shawlands West - 03
Potholes,55.90045,-4.36014,S01010455,Knightswood Park West - 01
Potholes,55.85536,-4.2957,S01009862,Ibrox East and Cessnock - 01
Potholes,55.87115,-4.30585,S01010396,Partick - 04
Potholes,55.87345,-4.29651,S01010374,Kelvingrove and University - 01
Potholes,55.85877,-4.25942,S01010275,City Centre South - 04
Potholes,55.81958,-4.25039,S01009998,Kingspark South - 06
Potholes,55.92068,-4.3651,S01010497,Drumry East - 02
Potholes,55.88659,-4.25846,S01010326,Possil Park - 04
Potholes,55.81165,-4.33941,S01009765,Darnley North - 02
Potholes,55.84011,-4.13629,S01010074,Carmyle and Mount Vernon South - 01
Pavements/footpaths,55.86741,-4.29331,S01010282,Finnieston and Kelvinhaugh - 01
Potholes,55.868,-4.30062,S01010284,Finnieston and Kelvinhaugh - 03
Potholes,55.86368,-4.25511,S01010275,City Centre South - 04
Potholes,55.86362,-4.25461,S01010275,City Centre South - 04
Potholes,55.86528,-4.27593,S01010280,Anderston - 05
Pavements/footpaths,55.8656,-4.26179,S01010271,City Centre West - 06
Potholes,55.8138,-4.2672,S01009955,Merrylee and Millbrae - 01
Potholes,55.78706,-4.2323,S01009972,Carmunnock South - 04
Pavements/footpaths,55.86659,-4.30193,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.82454,-4.34583,S01009786,Crookston South - 03
Potholes,55.88528,-4.30361,S01010365,Kelvindale - 03
Potholes,55.82815,-4.25935,S01009904,Battlefield - 06
Potholes,55.85813,-4.25491,S01010274,City Centre South - 03
Pavements/footpaths,55.88665,-4.24088,S01010224,Cowlairs and Port Dundas - 06
Pavements/footpaths,55.81257,-4.34579,S01009783,Nitshill - 09
Pavements/footpaths,55.82273,-4.23873,S01010003,Kingspark North - 05
Pavements/footpaths,55.86498,-4.26556,S01010271,City Centre West - 06
Potholes,55.84565,-4.27285,S01009875,Pollokshields West - 01
Potholes,55.85559,-4.36267,S01009833,Drumoyne and Shieldhall - 01
Potholes,55.83254,-4.35161,S01009803,Pollok North and East - 05
Potholes,55.8463,-4.23596,S01010040,Calton and Gallowgate - 04
Potholes,55.85841,-4.21337,S01010244,Carntyne West and Haghill - 03
Potholes,55.89403,-4.29952,S01010356,Maryhill West - 03
Potholes,55.8109,-4.34552,S01009767,Darnley North - 04
Potholes,55.87042,-4.26051,S01010297,Woodside - 01
Potholes,55.80704,-4.36445,S01009773,Darnley West - 06
Potholes,55.83573,-4.1085,S01010091,Baillieston East - 04
Pavements/footpaths,55.8745,-4.33296,S01010421,Victoria Park - 02
Potholes,55.82975,-4.28927,S01009918,Maxwell Park - 07
Potholes,55.84439,-4.25509,S01010033,Laurieston and Tradeston - 03
Potholes,55.81325,-4.32607,S01009937,Pollokshaws - 05
Potholes,55.85037,-4.12823,S01010098,Garrowhill West - 05
Potholes,55.81315,-4.32563,S01009940,Carnwadric West - 02
Potholes,55.84049,-4.27841,S01009912,Maxwell Park - 01
Potholes,55.81951,-4.23831,S01009999,Kingspark North - 01
Potholes,55.84911,-4.36028,S01009832,Hillington - 04
Potholes,55.84622,-4.35349,S01009819,Cardonald West and Central - 05
Potholes,55.87895,-4.31155,S01010399,Partickhill and Hyndland - 03
Potholes,55.80485,-4.23774,S01009987,Castlemilk - 02
Pavements/footpaths,55.87276,-4.29645,S01010379,Kelvingrove and University - 06
Potholes,55.80704,-4.36533,S01009767,Darnley North - 04
Potholes,55.81169,-4.33936,S01009782,Nitshill - 08
Potholes,55.86283,-4.27008,S01010272,City Centre South - 01
Potholes,55.82687,-4.26561,S01010015,Mount Florida - 05
Potholes,55.87127,-4.30584,S01010396,Partick - 04
Potholes,55.88646,-4.36971,S01010437,Yoker South - 01
Potholes,55.86924,-4.31028,S01010387,Hillhead - 07
Potholes,55.84515,-4.2596,S01010033,Laurieston and Tradeston - 03
Potholes,55.82589,-4.29858,S01009935,Pollokshaws - 03
Pavements/footpaths,55.85843,-4.25737,S01010275,City Centre South - 04
Potholes,55.86983,-4.31966,S01010391,Glasgow Harbour and Partick South - 04
Potholes,55.85792,-4.24255,S01010263,City Centre East - 05
Potholes,55.87895,-4.31155,S01010399,Partickhill and Hyndland - 03
Potholes,55.80144,-4.32828,S01009760,Darnley East - 03
Potholes,55.79899,-4.32895,S01009758,Darnley East - 01
Potholes,55.84554,-4.27113,S01009875,Pollokshields West - 01
Pavements/footpaths,55.82626,-4.26971,S01009929,Langside - 03
Potholes,55.88046,-4.27888,S01010373,North Kelvin - 05
Pavements/footpaths,55.83531,-4.25991,S01009888,Govanhill West - 02
Potholes,55.82924,-4.23084,S01010019,Toryglen and Oatlands - 04
Potholes,55.85894,-4.34567,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.88732,-4.36195,S01010435,Scotstoun South and West - 04
Potholes,55.88257,-4.18783,S01010188,Robroyston and Millerston - 03
Pavements/footpaths,55.83344,-4.36545,S01009792,Pollok South and West - 01
Potholes,55.83286,-4.28212,S01009920,Shawlands West - 02
Potholes,55.85012,-4.28243,S01009867,Kinning Park and Festival Park - 02
Potholes,55.83214,-4.31619,S01009913,Maxwell Park - 02
Potholes,55.85274,-4.29478,S01009870,Kinning Park and Festival Park - 05
Pavements/footpaths,55.88038,-4.32538,S01010417,Broomhill - 03
Potholes,55.84877,-4.27459,S01010032,Laurieston and Tradeston - 02
Potholes,55.89583,-4.28828,S01010352,Maryhill East - 03
Potholes,55.82647,-4.29591,S01009935,Pollokshaws - 03
Pavements/footpaths,55.86301,-4.25838,S01010275,City Centre South - 04
Potholes,55.79898,-4.32889,S01009758,Darnley East - 01
Pavements/footpaths,55.88164,-4.28341,S01010317,Ruchill - 03
Potholes,55.84523,-4.3097,S01009874,Kingston West and Dumbreck - 04
Potholes,55.89545,-4.20448,S01010197,Balornock - 04
Potholes,55.79891,-4.33889,S01009767,Darnley North - 04
Pavements/footpaths,55.85016,-4.17261,S01010142,Tollcross - 01
Pavements/footpaths,55.89799,-4.36065,S01010450,Knightswood East - 01
Potholes,55.81137,-4.35049,S01009767,Darnley North - 04
Potholes,55.8757,-4.31282,S01010398,Partickhill and Hyndland - 02
Potholes,55.89408,-4.29736,S01010356,Maryhill West - 03
Potholes,55.84008,-4.13605,S01010074,Carmyle and Mount Vernon South - 01
Potholes,55.8501,-4.17806,S01010145,Tollcross - 04
Potholes,55.8568,-4.30262,S01009861,Ibrox - 03
Pavements/footpaths,55.86748,-4.26085,S01010269,City Centre West - 04
Potholes,55.82676,-4.2965,S01009935,Pollokshaws - 03
Potholes,55.81684,-4.30155,S01009954,Newlands - 07
Pavements/footpaths,55.87775,-4.25775,S01010310,Keppochhill - 02
Pavements/footpaths,55.89157,-4.36473,S01010454,Knightswood East - 05
Pavements/footpaths,55.84921,-4.21797,S01010054,Parkhead West and Barrowfield - 06
Potholes,55.85467,-4.24676,S01010264,City Centre East - 06
Potholes,55.86322,-4.27094,S01010281,Anderston - 06
Pavements/footpaths,55.86509,-4.24605,S01010259,City Centre East - 01
Potholes,55.86315,-4.27093,S01010281,Anderston - 06
Potholes,55.78715,-4.23277,S01009972,Carmunnock South - 04
Potholes,55.80691,-4.34597,S01009767,Darnley North - 04
Potholes,55.82287,-4.35909,S01009797,Pollok South and West - 06
Potholes,55.88407,-4.26424,S01010312,Keppochhill - 04
Potholes,55.81767,-4.23627,S01009995,Kingspark South - 03
Pavements/footpaths,55.81721,-4.34858,S01009781,Nitshill - 07
Potholes,55.87401,-4.22864,S01010225,Sighthill - 01
Potholes,55.86593,-4.24807,S01010270,City Centre West - 05
Potholes,55.86573,-4.27883,S01010280,Anderston - 05
Potholes,55.8653,-4.27975,S01010280,Anderston - 05
